page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Homepage,Cape Verde,Unknown,Windows,2020-05-02 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Bosnia and Herzegovina,myers.com,iOS,2021-03-17 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-02-28 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),Unknown,iOS,2020-04-20 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,l.instagram.com,Linux,2021-09-01 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bermuda,Unknown,Other,2020-07-01 03:00:00,0,0,0,1,1,0.0,1.0,Other,,
Product,Bosnia and Herzegovina,cook.org,Linux,2021-03-04 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Cape Verde,www.instagram.com,Windows,2021-02-13 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,mclean.net,Android,2020-12-06 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Cape Verde,Unknown,Mac OS X,2020-12-31 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,mclean.net,Android,2019-08-19 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Cart,Dominica,www.google.com,Mac OS X,2019-08-02 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Dominica,Unknown,Linux,2019-12-11 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,jones-shelton.com,Android,2019-08-09 17:00:00,1,1,1,3,4,0.3333333333333333,0.6666666666666667,Mobile,Unknown,
Homepage,Dominica,www.google.com,iOS,2019-08-07 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Bosnia and Herzegovina,facebook.com,Mac OS X,2021-07-22 15:00:00,2,2,4,5,6,0.4,0.8,Desktop,Social,Facebook
Homepage,Bangladesh,myers.com,iOS,2019-08-03 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,l.instagram.com,Mac OS X,2019-10-13 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,mclean.net,Android,2020-07-31 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Bosnia and Herzegovina,Unknown,iOS,2021-09-16 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,myers.com,Windows,2021-08-25 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,l.instagram.com,iOS,2019-08-08 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,iOS,2019-08-09 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-04-11 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,iOS,2021-05-03 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,myers.com,Linux,2020-12-21 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,French Guiana,myers.com,Android,2020-04-05 14:00:00,2,4,6,7,14,0.2857142857142857,0.0,Mobile,Unknown,
Homepage,Cape Verde,Unknown,Linux,2021-02-09 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Windows,2020-04-08 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Checkout,Estonia,facebook.com,Linux,2020-12-23 05:00:00,2,2,2,4,5,0.5,0.75,Desktop,Social,Facebook
Homepage,Slovakia (Slovak Republic),Unknown,Android,2019-07-25 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Android,2020-04-18 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,Android,2020-02-04 18:00:00,2,3,5,6,13,0.3333333333333333,0.0,Mobile,,
Product,Cape Verde,Unknown,iOS,2021-07-22 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Botswana,jones-shelton.com,iOS,2021-01-03 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,www.google.com,Android,2020-06-18 13:00:00,1,1,2,4,5,0.25,0.75,Mobile,Search,Google
Homepage,Dominica,Unknown,iOS,2020-08-17 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-08-10 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,jones-shelton.com,Mac OS X,2019-08-25 10:00:00,3,4,7,10,15,0.3,0.5,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-11-10 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Anguilla,green.com,Linux,2020-01-28 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,www.google.com,Linux,2019-08-12 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Lesotho,l.facebook.com,iOS,2019-08-18 09:00:00,2,4,5,8,16,0.25,0.0,Mobile,Social,Facebook
Collection,Bahamas,mclean.net,iOS,2021-09-12 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,mclean.net,Mac OS X,2021-06-02 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,mclean.net,Android,2019-08-03 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bahamas,www.google.com,Android,2019-08-08 17:00:00,4,4,5,9,10,0.4444444444444444,0.8888888888888888,Mobile,Search,Google
Product,Dominica,m.instagram.com,iOS,2019-07-31 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Cape Verde,lm.instagram.com,iOS,2019-08-23 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Angola,l.instagram.com,Mac OS X,2020-04-17 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Dominica,jones-shelton.com,Mac OS X,2019-08-13 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Iran,Unknown,Android,2019-08-13 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Checkout,South Georgia and the South Sandwich Islands,Unknown,Android,2021-01-05 05:00:00,5,7,11,12,21,0.4166666666666667,0.25,Mobile,,
Homepage,Dominica,harrell.com,Windows,2021-01-29 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Bosnia and Herzegovina,campbell.org,Linux,2021-07-18 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,mclean.net,iOS,2020-05-19 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Gabon,Unknown,iOS,2020-08-10 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-09-15 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,jones-shelton.com,Windows,2019-07-30 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,myers.com,Android,2020-09-19 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,mclean.net,Fedora,2021-04-04 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Dominica,Unknown,Android,2020-09-23 08:00:00,2,3,5,7,13,0.2857142857142857,0.1428571428571429,Mobile,,
Checkout,Bosnia and Herzegovina,myers.com,iOS,2019-07-31 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Martinique,mclean.net,Mac OS X,2021-10-15 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Estonia,l.instagram.com,Android,2021-01-29 00:00:00,5,10,11,17,17,0.29411764705882354,1.0,Mobile,Social,Instagram
Product,Slovakia (Slovak Republic),Unknown,Android,2019-08-03 16:00:00,2,3,4,5,9,0.4,0.19999999999999996,Mobile,,
Homepage,Cape Verde,myers.com,iOS,2020-12-11 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Gabon,mclean.net,iOS,2020-06-15 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-09-13 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Android,2020-05-25 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,iOS,2020-11-06 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,Android,2021-02-06 02:00:00,1,2,3,4,8,0.25,0.0,Mobile,,
Product,Dominica,l.instagram.com,iOS,2021-05-01 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Collection,Iran,m.instagram.com,Android,2020-10-01 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,jones-shelton.com,iOS,2020-07-14 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,Unknown,iOS,2020-08-12 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Linux,2020-12-18 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Bahamas,Unknown,iOS,2021-02-11 15:00:00,2,3,4,7,13,0.2857142857142857,0.1428571428571429,Mobile,,
Homepage,Bangladesh,jones-shelton.com,iOS,2021-06-12 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Cape Verde,Unknown,Android,2021-01-31 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Other,2021-07-19 16:00:00,1,2,3,5,7,0.2,0.6,Other,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-01-05 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,l.instagram.com,Linux,2019-09-29 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Linux,2020-04-09 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bahamas,l.instagram.com,Android,2021-04-18 07:00:00,3,3,5,8,15,0.375,0.125,Mobile,Social,Instagram
Homepage,Dominica,Unknown,iOS,2020-10-06 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-08-11 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Linux,2021-08-31 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Botswana,Unknown,Mac OS X,2021-09-13 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Android,2020-07-16 12:00:00,3,4,4,8,17,0.375,0.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2019-10-12 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Dominica,facebook.com,iOS,2020-08-24 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-02-17 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,www.google.com,iOS,2021-01-18 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Cape Verde,m.instagram.com,Other,2021-03-19 10:00:00,1,1,2,3,7,0.3333333333333333,0.0,Other,Social,Instagram
Product,Angola,jones-shelton.com,Android,2019-07-27 08:00:00,2,3,5,8,8,0.25,1.0,Mobile,Unknown,
Homepage,Dominica,Unknown,Android,2019-07-22 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),l.instagram.com,Windows,2021-03-18 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,Unknown,iOS,2019-08-06 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,r.search.yahoo.com,Linux,2020-04-04 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Yahoo!
Homepage,Dominica,Unknown,iOS,2021-08-24 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),Unknown,Mac OS X,2019-08-11 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Linux,2020-04-08 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-12-30 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cyprus,Unknown,Windows,2020-04-28 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,mclean.net,Android,2019-08-09 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Search,Switzerland,facebook.com,Windows,2019-10-27 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Product,Dominica,Unknown,iOS,2020-03-05 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Windows,2020-10-29 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-12-01 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,jones-shelton.com,Android,2019-07-30 04:00:00,1,2,2,3,3,0.3333333333333333,1.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,facebook.com,Android,2020-07-09 01:00:00,6,11,12,15,35,0.4,0.0,Mobile,Social,Facebook
Collection,Estonia,mclean.net,iOS,2020-08-30 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Cape Verde,Unknown,Mac OS X,2020-07-26 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Norway,Unknown,Android,2021-10-30 14:00:00,1,1,2,3,6,0.3333333333333333,0.0,Mobile,,
Homepage,Bosnia and Herzegovina,facebook.com,iOS,2020-03-15 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-06-29 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,iOS,2020-03-02 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,South Georgia and the South Sandwich Islands,l.instagram.com,Android,2021-02-06 07:00:00,2,4,4,6,7,0.3333333333333333,0.8333333333333334,Mobile,Social,Instagram
Homepage,Cape Verde,jones-shelton.com,Windows,2021-04-06 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,l.facebook.com,Android,2021-11-15 23:00:00,3,4,4,6,12,0.5,0.0,Mobile,Social,Facebook
Product,Bosnia and Herzegovina,rivera.com,iOS,2020-10-31 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-09-02 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,l.instagram.com,Windows,2019-10-15 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bahamas,Unknown,Mac OS X,2021-10-06 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,jones-shelton.com,Android,2021-02-23 12:00:00,5,5,7,11,13,0.45454545454545453,0.8181818181818181,Mobile,Unknown,
Homepage,Bangladesh,Unknown,Android,2019-07-25 15:00:00,3,4,6,7,16,0.42857142857142855,0.0,Mobile,,
Homepage,Cape Verde,mclean.net,Windows,2020-11-18 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,myers.com,Linux,2021-10-02 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-01-12 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bahamas,Unknown,Android,2021-02-20 02:00:00,4,4,8,13,21,0.3076923076923077,0.3846153846153846,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Windows,2020-10-14 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Anguilla,www.google.com,Android,2020-08-10 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Gabon,Unknown,Android,2019-08-02 05:00:00,1,2,2,4,7,0.25,0.25,Mobile,,
Product,Cyprus,Unknown,Mac OS X,2020-12-16 02:00:00,1,2,2,4,7,0.25,0.25,Desktop,,
Product,Indonesia,www.google.com,iOS,2021-01-29 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Falkland Islands (Malvinas),Unknown,Windows,2019-08-19 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Lesotho,Unknown,Windows,2021-09-03 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Slovakia (Slovak Republic),Unknown,Android,2019-11-23 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,www.instagram.com,Linux,2021-09-16 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Gabon,Unknown,iOS,2021-01-20 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,jones-shelton.com,Windows,2021-06-30 12:00:00,1,2,2,3,7,0.3333333333333333,0.0,Desktop,Unknown,
Product,Sri Lanka,Unknown,Mac OS X,2019-08-09 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Eritrea,Unknown,Android,2019-08-04 10:00:00,3,5,7,9,20,0.3333333333333333,0.0,Mobile,,
Homepage,Dominica,l.instagram.com,Android,2020-04-10 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,jones-shelton.com,Android,2020-11-26 03:00:00,5,9,11,16,19,0.3125,0.8125,Mobile,Unknown,
Homepage,Dominica,Unknown,Linux,2020-09-27 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-01-09 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2022-01-13 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,facebook.com,iOS,2021-11-22 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Iran,Unknown,iOS,2019-08-11 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Linux,2021-08-26 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-08-21 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Android,2019-10-26 16:00:00,3,6,6,10,22,0.3,0.0,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2019-07-20 23:00:00,2,4,6,9,10,0.2222222222222222,0.8888888888888888,Mobile,Unknown,
Homepage,Iran,Unknown,Linux,2020-09-07 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Fedora,2019-09-01 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,jones-shelton.com,Windows,2019-08-07 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-11-05 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,www.google.com,Windows,2021-07-19 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Collection,Bosnia and Herzegovina,Unknown,iOS,2019-08-21 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Mac OS X,2019-07-31 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Botswana,www.google.lt,Linux,2020-05-10 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Gabon,www.google.com,iOS,2021-10-23 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,mclean.net,Linux,2021-12-30 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Bermuda,Unknown,Windows,2021-12-01 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,www.instagram.com,iOS,2019-11-11 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Falkland Islands (Malvinas),jones-shelton.com,Other,2020-06-30 05:00:00,4,6,6,10,21,0.4,0.0,Other,Unknown,
Product,Bosnia and Herzegovina,Unknown,Linux,2021-07-14 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-04-19 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Windows,2019-07-21 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,iOS,2019-08-01 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,Unknown,Android,2021-01-07 00:00:00,3,6,8,11,20,0.2727272727272727,0.18181818181818177,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-09-11 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,myers.com,Mac OS X,2020-03-07 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,m.instagram.com,iOS,2020-10-31 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,iOS,2020-02-17 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,mclean.net,iOS,2019-07-25 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Collection,Dominica,Unknown,Android,2021-09-28 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,myers.com,iOS,2020-12-03 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-11-21 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,l.facebook.com,Android,2021-01-23 11:00:00,3,3,3,4,13,0.75,0.0,Mobile,Social,Facebook
Product,Bosnia and Herzegovina,Unknown,iOS,2020-03-10 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,www.google.com,Linux,2019-08-02 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-08-03 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,l.instagram.com,Android,2020-11-06 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Cape Verde,Unknown,iOS,2021-04-06 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Linux,2019-10-20 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Mayotte,Unknown,iOS,2021-02-16 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,Unknown,Linux,2020-01-28 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Chrome OS,2019-08-09 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cyprus,Unknown,Linux,2020-03-06 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Linux,2021-01-11 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Dominica,m.instagram.com,Windows,2020-09-03 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,mclean.net,Chrome OS,2021-06-07 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,Unknown,Android,2019-07-28 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Maldives,m.instagram.com,iOS,2021-02-15 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Collection,South Georgia and the South Sandwich Islands,Unknown,Other,2020-12-07 00:00:00,3,6,6,9,12,0.3333333333333333,0.6666666666666667,Other,,
Homepage,Estonia,l.instagram.com,Android,2020-08-29 08:00:00,2,3,5,8,10,0.25,0.75,Mobile,Social,Instagram
Checkout,Cape Verde,Unknown,iOS,2021-08-31 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2019-12-16 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Android,2019-08-11 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-05-18 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,iOS,2020-10-16 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,jones-shelton.com,Mac OS X,2020-11-04 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Dominica,Unknown,Android,2020-03-22 15:00:00,2,4,5,7,15,0.2857142857142857,0.0,Mobile,,
Product,Dominica,Unknown,Android,2020-05-26 12:00:00,2,4,6,8,15,0.25,0.125,Mobile,,
Homepage,Cape Verde,jones-shelton.com,iOS,2019-08-23 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Ubuntu,2020-10-19 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Android,2021-04-06 00:00:00,3,4,6,8,15,0.375,0.125,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-03-09 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,iOS,2020-08-25 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2020-09-28 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Angola,Unknown,Android,2020-07-18 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2019-08-12 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-04-29 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Indonesia,Unknown,Windows,2019-08-12 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Dominica,www.google.com,Android,2019-12-21 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
